22,世界遺産検定3級,1,日本,2004年に登録された、紀伊半島の霊場とそれらをつなぐ参詣道は？,紀伊山地の霊場と参詣道
23,世界遺産検定3級,1,日本,2007年に登録された、石見銀山の採掘・製錬に関わる文化的景観は？,石見銀山遺跡とその文化的景観
24,世界遺産検定3級,1,日本,2011年に登録された、小笠原諸島固有の生態系を持つ自然遺産は？,小笠原諸島
25,世界遺産検定3級,1,日本,2011年に登録された、平泉の中尊寺などを含む文化遺産は？,平泉 - 仏国土（浄土）を表す建築・庭園及び考古学的遺跡群
26,世界遺産検定3級,1,日本,2013年に登録された、日本の象徴的な山で、信仰の対象と芸術の源泉となった文化遺産は？,富士山 - 信仰の対象と芸術の源泉
27,世界遺産検定3級,1,日本,2014年に登録された、養蚕業と絹産業の発展を伝える富岡製糸場を含む遺産は？,富岡製糸場と絹産業遺産群
28,世界遺産検定3級,1,日本,2015年に登録された、幕末から明治にかけての日本の産業革命を支えた遺産群は？,明治日本の産業革命遺産 製鉄・製鋼、造船、石炭産業
29,世界遺産検定3級,1,日本,2017年に登録された、宗像大社の沖ノ島などを含む古代祭祀の遺産群は？,「神宿る島」宗像・沖ノ島と関連遺産群
30,世界遺産検定3級,1,日本,2018年に登録された、隠れキリシタンの伝統を伝える長崎県・熊本県の遺産群は？,長崎と天草地方の潜伏キリシタン関連遺産
31,世界遺産検定3級,1,日本,2019年に登録された、百舌鳥・古市古墳群の中心となる古墳は？,仁徳天皇陵古墳（大山古墳）
32,世界遺産検定3級,1,日本,2021年に登録された、奄美大島、徳之島、沖縄島北部、西表島の自然遺産は？,奄美大島、徳之島、沖縄島北部及び西表島
33,世界遺産検定3級,1,海外,エジプトにある、古代文明の象徴である巨大な墓と彫刻群は？,メンフィスとその墓地遺跡 - ギーザからダハシュールまでのピラミッド地帯
34,世界遺産検定3級,1,海外,イタリアにある、キリスト教の総本山である都市全体が世界遺産の場所は？,バチカン市国
35,世界遺産検定3級,1,海外,中国にある、明・清の皇帝が暮らした巨大な宮殿は？,故宮（紫禁城）
36,世界遺産検定3級,1,海外,イタリアにある、火山噴火により埋没した古代ローマの都市遺跡は？,ポンペイ、ヘルクラネウム及びトッレ・アヌンツィアータの考古遺跡
37,世界遺産検定3級,1,海外,フランスにある、ゴシック建築の最高傑作の一つとされる大聖堂は？,シャルトル大聖堂
38,世界遺産検定3級,1,海外,インドにある、ムガル帝国時代の巨大な白大理石の廟は？,タージ・マハル
39,世界遺産検定3級,1,海外,ギリシャにある、古代ギリシャ文明の中心地であった丘の上の神殿群は？,アテネのアクロポリス
40,世界遺産検定3級,1,海外,カンボジアにある、ヒンドゥー教の寺院として建設された巨大な石造建築は？,アンコール（アンコール・ワット）
41,世界遺産検定3級,1,海外,ペルーにある、インカ帝国時代の「空中都市」と呼ばれる高地の遺跡は？,マチュ・ピチュ
42,世界遺産検定3級,1,海外,アメリカ合衆国にある、巨大な峡谷（キャニオン）を持つ自然遺産は？,グランド・キャニオン国立公園
43,世界遺産検定3級,1,海外,イタリアにある、傾いたことで有名な鐘楼を持つ大聖堂群は？,ピサのドゥオモ広場
44,世界遺産検定3級,1,海外,オーストラリアにある、世界最大のサンゴ礁地帯の自然遺産は？,グレート・バリア・リーフ
45,世界遺産検定3級,1,海外,中国にある、2000年以上かけて建設された巨大な防御壁は？,万里の長城
46,世界遺産検定3級,1,海外,スペインにある、イスラム教とキリスト教の融合した装飾を持つ宮殿は？,アルハンブラ、ヘネラリフェ及びアルバイシン
47,世界遺産検定3級,1,海外,イギリスにある、巨大な石が環状に配置された先史時代の遺跡は？,ストーンヘンジ、エーヴベリーと関連する遺跡群
48,世界遺産検定3級,1,海外,ブラジルとアルゼンチンにまたがる、巨大な滝を持つ自然遺産は？,イグアス国立公園
49,世界遺産検定3級,1,海外,ヨルダンにある、岩をくり抜いて造られた古代都市の遺跡は？,ペトラ
50,世界遺産検定3級,1,海外,メキシコにある、マヤ文明のピラミッド「ククルカンの神殿」がある遺跡は？,チチェン・イッツァの古代都市
51,世界遺産検定3級,1,海外,ロシアにある、美しいタマネギ型のドームを持つ大聖堂がある宮殿は？,モスクワのクレムリンと赤の広場
52,世界遺産検定3級,1,海外,タンザニアにある、アフリカ大陸最高峰の独立峰は？,キリマンジャロ国立公園
53,世界遺産検定3級,1,海外,ドイツにある、プロテスタント改革に大きな影響を与えたマルティン・ルターゆかりの都市にある大聖堂は？,ケルン大聖堂
54,世界遺産検定3級,1,海外,カナダとアメリカ合衆国にある、世界最大級の滝の一つは？,（世界遺産ではないが重要知識として）ナイアガラの滝
55,世界遺産検定3級,1,海外,ギリシャにある、神々が住むとされる山として古代から信仰された山は？,オリンポス山（複合遺産）
56,世界遺産検定3級,1,海外,エチオピアにある、岩を掘り下げて造られた11の教会群は？,ラリベラの岩の聖堂群
57,世界遺産検定3級,1,海外,イタリアにある、ルネサンスの中心地として栄えた都市は？,フィレンツェ歴史地区
58,世界遺産検定3級,1,海外,スペインにある、サグラダ・ファミリアなどガウディの作品群の総称は？,アントニ・ガウディの作品群
59,世界遺産検定3級,1,海外,トルコにある、古代ギリシャ・ローマ文明の遺跡や石灰棚を持つ複合遺産は？,ヒエラポリス-パムッカレ
60,世界遺産検定3級,1,海外,アフリカにある、人類の起源とされる化石が発見された場所は？,人類の進化を示す化石遺跡（例：タンザニアのオルドヴァイ渓谷）
61,世界遺産検定3級,1,海外,フランスにある、セーヌ川沿いの歴史的な建造物や街並みを含む文化遺産は？,パリのセーヌ河岸
62,世界遺産検定3級,1,海外,イギリスにある、ウェストミンスター寺院やバッキンガム宮殿を含む王室の歴史地区は？,ウェストミンスター宮殿、ウェストミンスター寺院及びセント・マーガレット教会
63,世界遺産検定3級,1,海外,オーストリアにある、ハプスブルク家の夏の離宮として知られる宮殿は？,シェーンブルン宮殿と庭園
64,世界遺産検定3級,1,海外,中国にある、秦の始皇帝の墓とその周辺に埋められた兵馬俑は？,秦の始皇帝陵
65,世界遺産検定3級,1,海外,スイスにある、アルプス山脈の中心部にある壮大な自然景観を持つ地域は？,スイス・アルプス ユングフラウ-アレッチ
66,世界遺産検定3級,1,海外,南アフリカにある、ネルソン・マンデラが投獄されていた歴史を持つ島は？,ロベン島
67,世界遺産検定3級,1,海外,インドネシアにある、巨大な仏教の石造寺院は？,ボロブドゥール寺院遺跡群
68,世界遺産検定3級,1,海外,シリアにある、古代の隊商都市として栄えた遺跡は？,パルミラ遺跡（現在は危機遺産）
69,世界遺産検定3級,1,海外,アメリカ合衆国にある、自由の女神像が立つ島は？,自由の女神像
70,世界遺産検定3級,1,海外,イタリアにある、中世からルネサンス期にかけての経済・文化の中心地だった都市国家は？,ヴェネツィアとその潟
71,世界遺産検定3級,1,基礎,世界遺産に登録されるために、各国が提出する、将来的に登録を目指す遺産の一覧は？,暫定リスト（Tentative List）
72,世界遺産検定3級,1,基礎,世界遺産の審査を行う諮問機関のうち、文化遺産を担当するのは？,イコモス（ICOMOS：国際記念物遺跡会議）
73,世界遺産検定3級,1,基礎,世界遺産の審査を行う諮問機関のうち、自然遺産を担当するのは？,IUCN（国際自然保護連合）
74,世界遺産検定3級,1,基礎,世界遺産委員会は何カ国の委員国で構成されているか？,21カ国
75,世界遺産検定3級,1,基礎,世界遺産条約の正式名称は？,世界の文化遺産及び自然遺産の保護に関する条約
76,世界遺産検定3級,1,日本,「紀伊山地の霊場と参詣道」を構成する三つの霊場は？,吉野・大峯、熊野三山、高野山
77,世界遺産検定3級,1,日本,「古都奈良の文化財」を構成する寺社仏閣の内で、大仏で有名な寺院は？,東大寺
78,世界遺産検定3級,1,日本,「古都京都の文化財」の中で、金箔が貼られた華やかな楼閣を持つ寺院は？,鹿苑寺（金閣）
79,世界遺産検定3級,1,日本,「原爆ドーム」は、第二次世界大戦終結の何年後に世界遺産に登録されたか？,51年後（1996年登録）
80,世界遺産検定3級,1,日本,「富岡製糸場」が世界遺産に登録された年の元号は？,平成（2014年）
81,世界遺産検定3級,1,海外,フランスにある、要塞化された修道院で、満潮時には孤島となるのは？,モン・サン・ミシェルとその湾
82,世界遺産検定3級,1,海外,イタリアにある、石灰岩の洞窟住居群で有名な地域は？,マテーラの洞窟住居と岩窟教会公園
83,世界遺産検定3級,1,海外,メキシコにある、ユカタン半島の熱帯雨林に広がるマヤ文明最大の都市遺跡は？,カラクムルの古代マヤ都市
84,世界遺産検定3級,1,海外,カナダにある、先住民のトーテムポールで有名な公園は？,ハイダ・グワイ（旧称：クイーンシャーロット諸島）
85,世界遺産検定3級,1,海外,エジプトにある、巨大な岩窟神殿で、移築されたことでも有名なのは？,アブ・シンベルからフィラエまでのヌビア遺跡群
86,世界遺産検定3級,1,海外,ドイツにある、ルネサンスからバロックにかけての歴史的建造物が集まる都市は？,バンベルク市街
87,世界遺産検定3級,1,海外,インドにある、仏教の聖地で、ブッダが悟りを開いたとされる場所は？,ブッダガヤの大菩提寺
88,世界遺産検定3級,1,海外,アメリカ合衆国にある、ヨセミテ滝やエル・キャピタンなどの巨大な花崗岩の崖を持つ自然遺産は？,ヨセミテ国立公園
89,世界遺産検定3級,1,海外,ブラジルにある、キリスト像で有名な、海岸線に面した都市の景観は？,リオデジャネイロ：山と海との間のカリオカの景観群
90,世界遺産検定3級,1,海外,アフリカにある、泥のモスクで知られる西アフリカの集落は？,ジェンネの旧市街（マリ）
91,世界遺産検定3級,1,基礎,世界遺産検定3級の受験対象者は？,初めて世界遺産を学ぶ人、12歳以上を目安
92,世界遺産検定3級,1,基礎,日本が世界遺産条約を締結したのは何年か？,1992年
93,世界遺産検定3級,1,基礎,世界遺産検定の主催団体は？,NPO法人 世界遺産アカデミー
94,世界遺産検定3級,1,基礎,OUVを証明するために、満たさなければならない10項目の基準を何と呼ぶか？,登録基準
95,世界遺産検定3級,1,日本,「琉球王国のグスク及び関連遺産群」を構成する、玉陵（たまうどぅん）は何の施設か？,歴代国王の陵墓（墓）
96,世界遺産検定3級,1,日本,「長崎と天草地方の潜伏キリシタン関連遺産」の中で、最も有名な教会の一つは？,大浦天主堂
97,世界遺産検定3級,1,海外,イギリスにある、中世の要塞で、王室の宝物などが保管されているのは？,ロンドン塔
98,世界遺産検定3級,1,海外,オーストラリアにある、世界最大の一枚岩として知られる複合遺産は？,ウルル-カタ・ジュタ国立公園
99,世界遺産検定3級,1,海外,ロシアにある、世界で最も古い湖であり、最も深い湖は？,バイカル湖
100,世界遺産検定3級,1,海外,エジプトにある、カイロの旧市街にある有名なイスラム教のモスクは？,（例）ムハンマド・アリー・モスク
